"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Titles","last_name","iTitles","Family_size","logFare","cabin_l","ticket_t"
186,"0",1,"Rood, Mr. Hugh Roscoe",1,29,0,0,"113767",50,"A32",3,"Mr","Rood",4,0,3.91202300542815,"A",9
187,"1",3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,35,1,0,"370365",15.5,"",2,"Mrs","O'Brien",5,1,2.7408400239252,"",9
188,"1",1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1,45,0,0,"111428",26.55,"",3,"Mr","Romaine",4,0,3.27902974768795,"",9
189,"0",3,"Bourke, Mr. John",1,40,1,1,"364849",15.5,"",2,"Mr","Bourke",4,2,2.7408400239252,"",9
190,"0",3,"Turcin, Mr. Stjepan",1,36,0,0,"349247",7.8958,"",3,"Mr","Turcin",4,0,2.06633097252974,"",9
191,"1",2,"Pinsky, Mrs. (Rosa)",0,32,0,0,"234604",13,"",3,"Mrs","Pinsky",5,0,2.56494935746154,"",9
192,"0",2,"Carbines, Mr. William",1,19,0,0,"28424",13,"",3,"Mr","Carbines",4,0,2.56494935746154,"",9
193,"1",3,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,19,1,0,"350046",7.8542,"",3,"Miss","Andersen-Jensen",3,1,2.06104842056294,"",9
194,"1",2,"Navratil, Master. Michel M",1,3,1,1,"230080",26,"F2",3,"Master","Navratil",1,2,3.25809653802148,"F",9
195,"1",1,"Brown, Mrs. James Joseph (Margaret Tobin)",0,44,0,0,"PC 17610",27.7208,"B4",1,"Mrs","Brown",5,0,3.32218303393412,"B",11
196,"1",1,"Lurette, Miss. Elise",0,58,0,0,"PC 17569",146.5208,"B80",1,"Miss","Lurette",3,0,4.98716739790117,"B",11
197,"0",3,"Mernagh, Mr. Robert",1,29,0,0,"368703",7.75,"",2,"Mr","Mernagh",4,0,2.04769284336526,"",9
198,"0",3,"Olsen, Mr. Karl Siegwart Andreas",1,42,0,1,"4579",8.4042,"",3,"Mr","Olsen",4,1,2.12873158089092,"",9
199,"1",3,"Madigan, Miss. Margaret ""Maggie""",0,22,0,0,"370370",7.75,"",2,"Miss","Madigan",3,0,2.04769284336526,"",9
200,"0",2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,24,0,0,"248747",13,"",3,"Miss","Yrois",3,0,2.56494935746154,"",9
201,"0",3,"Vande Walle, Mr. Nestor Cyriel",1,28,0,0,"345770",9.5,"",3,"Mr","Vande Walle",4,0,2.2512917986065,"",9
202,"0",3,"Sage, Mr. Frederick",1,39,8,2,"CA. 2343",69.55,"",3,"Mr","Sage",4,4,4.24204591836945,"",4
203,"0",3,"Johanson, Mr. Jakob Alfred",1,34,0,0,"3101264",6.4958,"",3,"Mr","Johanson",4,0,1.87115581420807,"",9
204,"0",3,"Youseff, Mr. Gerious",1,45.5,0,0,"2628",7.225,"",1,"Mr","Youseff",4,0,1.9775472339985,"",9
205,"1",3,"Cohen, Mr. Gurshon ""Gus""",1,18,0,0,"A/5 3540",8.05,"",3,"Mr","Cohen",4,0,2.08567209143047,"",1
206,"0",3,"Strom, Miss. Telma Matilda",0,2,0,1,"347054",10.4625,"G6",3,"Miss","Strom",3,1,2.34779743581559,"G",9
207,"0",3,"Backstrom, Mr. Karl Alfred",1,32,1,0,"3101278",15.85,"",3,"Mr","Backstrom",4,1,2.76316950032329,"",9
208,"1",3,"Albimona, Mr. Nassef Cassem",1,26,0,0,"2699",18.7875,"",1,"Mr","Albimona",4,0,2.93319175507909,"",9
209,"1",3,"Carr, Miss. Helen ""Ellen""",0,16,0,0,"367231",7.75,"",2,"Miss","Carr",3,0,2.04769284336526,"",9
210,"1",1,"Blank, Mr. Henry",1,40,0,0,"112277",31,"A31",1,"Mr","Blank",4,0,3.43398720448515,"A",9
211,"0",3,"Ali, Mr. Ahmed",1,24,0,0,"SOTON/O.Q. 3101311",7.05,"",3,"Mr","Ali",4,0,1.95302761682418,"",17
212,"1",2,"Cameron, Miss. Clear Annie",0,35,0,0,"F.C.C. 13528",21,"",3,"Miss","Cameron",3,0,3.04452243772342,"",6
213,"0",3,"Perkin, Mr. John Henry",1,22,0,0,"A/5 21174",7.25,"",3,"Mr","Perkin",4,0,1.98100146886658,"",1
214,"0",2,"Givard, Mr. Hans Kristensen",1,30,0,0,"250646",13,"",3,"Mr","Givard",4,0,2.56494935746154,"",9
215,"0",3,"Kiernan, Mr. Philip",1,30,1,0,"367229",7.75,"",2,"Mr","Kiernan",4,1,2.04769284336526,"",9
216,"1",1,"Newell, Miss. Madeleine",0,31,1,0,"35273",113.275,"D36",1,"Miss","Newell",3,1,4.7298184905532,"D",9
217,"1",3,"Honkanen, Miss. Eliina",0,27,0,0,"STON/O2. 3101283",7.925,"",3,"Miss","Honkanen",3,0,2.07002231976334,"",19
218,"0",2,"Jacobsohn, Mr. Sidney Samuel",1,42,1,0,"243847",27,"",3,"Mr","Jacobsohn",4,1,3.29583686600433,"",9
219,"1",1,"Bazzani, Miss. Albina",0,32,0,0,"11813",76.2917,"D15",1,"Miss","Bazzani",3,0,4.33456415124619,"D",9
220,"0",2,"Harris, Mr. Walter",1,30,0,0,"W/C 14208",10.5,"",3,"Mr","Harris",4,0,2.35137525716348,"",21
221,"1",3,"Sunderland, Mr. Victor Francis",1,16,0,0,"SOTON/OQ 392089",8.05,"",3,"Mr","Sunderland",4,0,2.08567209143047,"",17
222,"0",2,"Bracken, Mr. James H",1,27,0,0,"220367",13,"",3,"Mr","Bracken",4,0,2.56494935746154,"",9
223,"0",3,"Green, Mr. George Henry",1,51,0,0,"21440",8.05,"",3,"Mr","Green",4,0,2.08567209143047,"",9
224,"0",3,"Nenkoff, Mr. Christo",1,29,0,0,"349234",7.8958,"",3,"Mr","Nenkoff",4,0,2.06633097252974,"",9
225,"1",1,"Hoyt, Mr. Frederick Maxfield",1,38,1,0,"19943",90,"C93",3,"Mr","Hoyt",4,1,4.49980967033027,"C",9
226,"0",3,"Berglund, Mr. Karl Ivar Sven",1,22,0,0,"PP 4348",9.35,"",3,"Mr","Berglund",4,0,2.2353763433006,"",10
227,"1",2,"Mellors, Mr. William John",1,19,0,0,"SW/PP 751",10.5,"",3,"Mr","Mellors",4,0,2.35137525716348,"",20
228,"0",3,"Lovell, Mr. John Hall (""Henry"")",1,20.5,0,0,"A/5 21173",7.25,"",3,"Mr","Lovell",4,0,1.98100146886658,"",1
229,"0",2,"Fahlstrom, Mr. Arne Jonas",1,18,0,0,"236171",13,"",3,"Mr","Fahlstrom",4,0,2.56494935746154,"",9
230,"0",3,"Lefebre, Miss. Mathilde",0,13.5,3,1,"4133",25.4667,"",3,"Miss","Lefebre",3,4,3.23737171640403,"",9
231,"1",1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,35,1,0,"36973",83.475,"C83",3,"Mrs","Harris",5,1,4.42454718582972,"C",9
232,"0",3,"Larsson, Mr. Bengt Edvin",1,29,0,0,"347067",7.775,"",3,"Mr","Larsson",4,0,2.0509134580653,"",9
233,"0",2,"Sjostedt, Mr. Ernst Adolf",1,59,0,0,"237442",13.5,"",3,"Mr","Sjostedt",4,0,2.60268968544438,"",9
234,"1",3,"Asplund, Miss. Lillian Gertrud",0,5,4,2,"347077",31.3875,"",3,"Miss","Asplund",3,4,3.4464097244837,"",9
235,"0",2,"Leyson, Mr. Robert William Norman",1,24,0,0,"C.A. 29566",10.5,"",3,"Mr","Leyson",4,0,2.35137525716348,"",4
236,"0",3,"Harknett, Miss. Alice Phoebe",0,22,0,0,"W./C. 6609",7.55,"",3,"Miss","Harknett",3,0,2.02154756326093,"",21
237,"0",2,"Hold, Mr. Stephen",1,44,1,0,"26707",26,"",3,"Mr","Hold",4,1,3.25809653802148,"",9
238,"1",2,"Collyer, Miss. Marjorie ""Lottie""",0,8,0,2,"C.A. 31921",26.25,"",3,"Miss","Collyer",3,2,3.26766598903763,"",4
239,"0",2,"Pengelly, Mr. Frederick William",1,19,0,0,"28665",10.5,"",3,"Mr","Pengelly",4,0,2.35137525716348,"",9
240,"0",2,"Hunt, Mr. George Henry",1,33,0,0,"SCO/W 1585",12.275,"",3,"Mr","Hunt",4,0,2.50756467368058,"",13
241,"0",3,"Zabour, Miss. Thamine",0,21,1,0,"2665",14.4542,"",1,"Miss","Zabour",3,1,2.6709850297652,"",9
242,"1",3,"Murphy, Miss. Katherine ""Kate""",0,21,1,0,"367230",15.5,"",2,"Miss","Murphy",3,1,2.7408400239252,"",9
243,"0",2,"Coleridge, Mr. Reginald Charles",1,29,0,0,"W./C. 14263",10.5,"",3,"Mr","Coleridge",4,0,2.35137525716348,"",21
244,"0",3,"Maenpaa, Mr. Matti Alexanteri",1,22,0,0,"STON/O 2. 3101275",7.125,"",3,"Mr","Maenpaa",4,0,1.96360972615471,"",19
245,"0",3,"Attalah, Mr. Sleiman",1,30,0,0,"2694",7.225,"",1,"Mr","Attalah",4,0,1.9775472339985,"",9
246,"0",1,"Minahan, Dr. William Edward",1,44,2,0,"19928",90,"C78",2,"Others","Minahan",7,2,4.49980967033027,"C",9
247,"0",3,"Lindahl, Miss. Agda Thorilda Viktoria",0,25,0,0,"347071",7.775,"",3,"Miss","Lindahl",3,0,2.0509134580653,"",9
248,"1",2,"Hamalainen, Mrs. William (Anna)",0,24,0,2,"250649",14.5,"",3,"Mrs","Hamalainen",5,2,2.67414864942653,"",9
249,"1",1,"Beckwith, Mr. Richard Leonard",1,37,1,1,"11751",52.5542,"D35",3,"Mr","Beckwith",4,2,3.96184501801123,"D",9
250,"0",2,"Carter, Rev. Ernest Courtenay",1,54,1,0,"244252",26,"",3,"Others","Carter",7,1,3.25809653802148,"",9
251,"0",3,"Reed, Mr. James George",1,29,0,0,"362316",7.25,"",3,"Mr","Reed",4,0,1.98100146886658,"",9
252,"0",3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,29,1,1,"347054",10.4625,"G6",3,"Mrs","Strom",5,2,2.34779743581559,"G",9
253,"0",1,"Stead, Mr. William Thomas",1,62,0,0,"113514",26.55,"C87",3,"Mr","Stead",4,0,3.27902974768795,"C",9
254,"0",3,"Lobb, Mr. William Arthur",1,30,1,0,"A/5. 3336",16.1,"",3,"Mr","Lobb",4,1,2.77881927199042,"",1
255,"0",3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,41,0,2,"370129",20.2125,"",3,"Mrs","Rosblom",5,2,3.00630122490323,"",9
256,"1",3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,29,0,2,"2650",15.2458,"",1,"Mrs","Touma",5,2,2.7243040552851,"",9
257,"1",1,"Thorne, Mrs. Gertrude Maybelle",0,37.536691966986,0,0,"PC 17585",79.2,"",1,"Mrs","Thorne",5,0,4.37197629882038,"",11
258,"1",1,"Cherry, Miss. Gladys",0,30,0,0,"110152",86.5,"B77",3,"Miss","Cherry",3,0,4.46014441393783,"B",9
259,"1",1,"Ward, Miss. Anna",0,35,0,0,"PC 17755",512.3292,"",1,"Miss","Ward",3,0,6.23896738717366,"",11
260,"1",2,"Parrish, Mrs. (Lutie Davis)",0,50,0,1,"230433",26,"",3,"Mrs","Parrish",5,1,3.25809653802148,"",9
261,"0",3,"Smith, Mr. Thomas",1,29,0,0,"384461",7.75,"",2,"Mr","Smith",4,0,2.04769284336526,"",9
262,"1",3,"Asplund, Master. Edvin Rojj Felix",1,3,4,2,"347077",31.3875,"",3,"Master","Asplund",1,4,3.4464097244837,"",9
263,"0",1,"Taussig, Mr. Emil",1,52,1,1,"110413",79.65,"E67",3,"Mr","Taussig",4,2,4.37764203635606,"E",9
264,"0",1,"Harrison, Mr. William",1,40,0,0,"112059",0,"B94",3,"Mr","Harrison",4,0,0,"B",9
265,"0",3,"Henry, Miss. Delia",0,22,0,0,"382649",7.75,"",2,"Miss","Henry",3,0,2.04769284336526,"",9
266,"0",2,"Reeves, Mr. David",1,36,0,0,"C.A. 17248",10.5,"",3,"Mr","Reeves",4,0,2.35137525716348,"",4
267,"0",3,"Panula, Mr. Ernesti Arvid",1,16,4,1,"3101295",39.6875,"",3,"Mr","Panula",4,4,3.68103627665291,"",9
268,"1",3,"Persson, Mr. Ernst Ulrik",1,25,1,0,"347083",7.775,"",3,"Mr","Persson",4,1,2.0509134580653,"",9
269,"1",1,"Graham, Mrs. William Thompson (Edith Junkins)",0,58,0,1,"PC 17582",153.4625,"C125",3,"Mrs","Graham",5,1,5.03345623750696,"C",11
270,"1",1,"Bissette, Miss. Amelia",0,35,0,0,"PC 17760",135.6333,"C99",3,"Miss","Bissette",3,0,4.90995492057888,"C",11
271,"0",1,"Cairns, Mr. Alexander",1,29,0,0,"113798",31,"",3,"Mr","Cairns",4,0,3.43398720448515,"",9
272,"1",3,"Tornquist, Mr. William Henry",1,25,0,0,"LINE",0,"",3,"Mr","Tornquist",4,0,0,"",7
273,"1",2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,41,0,1,"250644",19.5,"",3,"Mrs","Mellinger",5,1,2.9704144655697,"",9
274,"0",1,"Natsch, Mr. Charles H",1,37,0,1,"PC 17596",29.7,"C118",1,"Mr","Natsch",4,1,3.39114704580865,"C",11
275,"1",3,"Healy, Miss. Hanora ""Nora""",0,22,0,0,"370375",7.75,"",2,"Miss","Healy",3,0,2.04769284336526,"",9
276,"1",1,"Andrews, Miss. Kornelia Theodosia",0,63,1,0,"13502",77.9583,"D7",3,"Miss","Andrews",3,1,4.35617406834722,"D",9
277,"0",3,"Lindblom, Miss. Augusta Charlotta",0,45,0,0,"347073",7.75,"",3,"Miss","Lindblom",3,0,2.04769284336526,"",9
278,"0",2,"Parkes, Mr. Francis ""Frank""",1,26,0,0,"239853",0,"",3,"Mr","Parkes",4,0,0,"",9
279,"0",3,"Rice, Master. Eric",1,7,4,1,"382652",29.125,"",2,"Master","Rice",1,4,3.37159691188586,"",9
280,"1",3,"Abbott, Mrs. Stanton (Rosa Hunt)",0,35,1,1,"C.A. 2673",20.25,"",3,"Mrs","Abbott",5,2,3.00815479355255,"",4
281,"0",3,"Duane, Mr. Frank",1,65,0,0,"336439",7.75,"",2,"Mr","Duane",4,0,2.04769284336526,"",9
282,"0",3,"Olsson, Mr. Nils Johan Goransson",1,28,0,0,"347464",7.8542,"",3,"Mr","Olsson",4,0,2.06104842056294,"",9
283,"0",3,"de Pelsmaeker, Mr. Alfons",1,16,0,0,"345778",9.5,"",3,"Mr","de Pelsmaeker",4,0,2.2512917986065,"",9
284,"1",3,"Dorking, Mr. Edward Arthur",1,19,0,0,"A/5. 10482",8.05,"",3,"Mr","Dorking",4,0,2.08567209143047,"",1
285,"0",1,"Smith, Mr. Richard William",1,29,0,0,"113056",26,"A19",3,"Mr","Smith",4,0,3.25809653802148,"A",9
286,"0",3,"Stankovic, Mr. Ivan",1,33,0,0,"349239",8.6625,"",1,"Mr","Stankovic",4,0,2.15900336451602,"",9
287,"1",3,"de Mulder, Mr. Theodore",1,30,0,0,"345774",9.5,"",3,"Mr","de Mulder",4,0,2.2512917986065,"",9
288,"0",3,"Naidenoff, Mr. Penko",1,22,0,0,"349206",7.8958,"",3,"Mr","Naidenoff",4,0,2.06633097252974,"",9
289,"1",2,"Hosono, Mr. Masabumi",1,42,0,0,"237798",13,"",3,"Mr","Hosono",4,0,2.56494935746154,"",9
290,"1",3,"Connolly, Miss. Kate",0,22,0,0,"370373",7.75,"",2,"Miss","Connolly",3,0,2.04769284336526,"",9
291,"1",1,"Barber, Miss. Ellen ""Nellie""",0,26,0,0,"19877",78.85,"",3,"Miss","Barber",3,0,4.36754731340905,"",9
292,"1",1,"Bishop, Mrs. Dickinson H (Helen Walton)",0,19,1,0,"11967",91.0792,"B49",1,"Mrs","Bishop",5,1,4.51172945766992,"B",9
293,"0",2,"Levy, Mr. Rene Jacques",1,36,0,0,"SC/Paris 2163",12.875,"D",1,"Mr","Levy",4,0,2.5552874465498,"D",12
294,"0",3,"Haas, Miss. Aloisia",0,24,0,0,"349236",8.85,"",3,"Miss","Haas",3,0,2.18041745901984,"",9
295,"0",3,"Mineff, Mr. Ivan",1,24,0,0,"349233",7.8958,"",3,"Mr","Mineff",4,0,2.06633097252974,"",9
296,"0",1,"Lewy, Mr. Ervin G",1,29,0,0,"PC 17612",27.7208,"",1,"Mr","Lewy",4,0,3.32218303393412,"",11
297,"0",3,"Hanna, Mr. Mansour",1,23.5,0,0,"2693",7.2292,"",1,"Mr","Hanna",4,0,1.97812837997935,"",9
298,"0",1,"Allison, Miss. Helen Loraine",0,2,1,2,"113781",151.55,"C22 C26",3,"Miss","Allison",3,3,5.02091560350381,"C",9
299,"1",1,"Saalfeld, Mr. Adolphe",1,29,0,0,"19988",30.5,"C106",3,"Mr","Saalfeld",4,0,3.41772668361337,"C",9
300,"1",1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,50,0,1,"PC 17558",247.5208,"B58 B60",1,"Mrs","Baxter",5,1,5.51149461888159,"B",11
301,"1",3,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,22,0,0,"9234",7.75,"",2,"Miss","Kelly",3,0,2.04769284336526,"",9
302,"1",3,"McCoy, Mr. Bernard",1,31,2,0,"367226",23.25,"",2,"Mr","McCoy",4,2,3.14630513203337,"",9
303,"0",3,"Johnson, Mr. William Cahoone Jr",1,19,0,0,"LINE",0,"",3,"Mr","Johnson",4,0,0,"",7
304,"1",2,"Keane, Miss. Nora A",0,23,0,0,"226593",12.35,"E101",2,"Miss","Keane",3,0,2.51365606307399,"E",9
305,"0",3,"Williams, Mr. Howard Hugh ""Harry""",1,29,0,0,"A/5 2466",8.05,"",3,"Mr","Williams",4,0,2.08567209143047,"",1
306,"1",1,"Allison, Master. Hudson Trevor",1,0.92,1,2,"113781",151.55,"C22 C26",3,"Master","Allison",1,3,5.02091560350381,"C",9
307,"1",1,"Fleming, Miss. Margaret",0,31,0,0,"17421",110.8833,"",1,"Miss","Fleming",3,0,4.70847829690348,"",9
308,"1",1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,17,1,0,"PC 17758",108.9,"C65",1,"Mrs","Penasco y Castellana",5,1,4.69043002993891,"C",11
309,"0",2,"Abelson, Mr. Samuel",1,30,1,0,"P/PP 3381",24,"",1,"Mr","Abelson",4,1,3.17805383034795,"",10
310,"1",1,"Francatelli, Miss. Laura Mabel",0,30,0,0,"PC 17485",56.9292,"E36",1,"Miss","Francatelli",3,0,4.04180839051927,"E",11
311,"1",1,"Hays, Miss. Margaret Bechstein",0,24,0,0,"11767",83.1583,"C54",1,"Miss","Hays",3,0,4.42074602026042,"C",9
312,"1",1,"Ryerson, Miss. Emily Borie",0,18,2,2,"PC 17608",262.375,"B57 B59 B63 B66",1,"Miss","Ryerson",3,4,5.5697747781408,"B",11
313,"0",2,"Lahtinen, Mrs. William (Anna Sylfven)",0,26,1,1,"250651",26,"",3,"Mrs","Lahtinen",5,2,3.25809653802148,"",9
314,"0",3,"Hendekovic, Mr. Ignjac",1,28,0,0,"349243",7.8958,"",3,"Mr","Hendekovic",4,0,2.06633097252974,"",9
315,"0",2,"Hart, Mr. Benjamin",1,43,1,1,"F.C.C. 13529",26.25,"",3,"Mr","Hart",4,2,3.26766598903763,"",6
316,"1",3,"Nilsson, Miss. Helmina Josefina",0,26,0,0,"347470",7.8542,"",3,"Miss","Nilsson",3,0,2.06104842056294,"",9
317,"1",2,"Kantor, Mrs. Sinai (Miriam Sternin)",0,24,1,0,"244367",26,"",3,"Mrs","Kantor",5,1,3.25809653802148,"",9
318,"0",2,"Moraweck, Dr. Ernest",1,54,0,0,"29011",14,"",3,"Others","Moraweck",7,0,2.63905732961526,"",9
319,"1",1,"Wick, Miss. Mary Natalie",0,31,0,2,"36928",164.8667,"C7",3,"Miss","Wick",3,2,5.10513726860277,"C",9
320,"1",1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,40,1,1,"16966",134.5,"E34",1,"Mrs","Spedden",5,2,4.90156419904189,"E",9
321,"0",3,"Dennis, Mr. Samuel",1,22,0,0,"A/5 21172",7.25,"",3,"Mr","Dennis",4,0,1.98100146886658,"",1
322,"0",3,"Danoff, Mr. Yoto",1,27,0,0,"349219",7.8958,"",3,"Mr","Danoff",4,0,2.06633097252974,"",9
323,"1",2,"Slayter, Miss. Hilda Mary",0,30,0,0,"234818",12.35,"",2,"Miss","Slayter",3,0,2.51365606307399,"",9
324,"1",2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,22,1,1,"248738",29,"",3,"Mrs","Caldwell",5,2,3.36729582998647,"",9
325,"0",3,"Sage, Mr. George John Jr",1,39,8,2,"CA. 2343",69.55,"",3,"Mr","Sage",4,4,4.24204591836945,"",4
326,"1",1,"Young, Miss. Marie Grice",0,36,0,0,"PC 17760",135.6333,"C32",1,"Miss","Young",3,0,4.90995492057888,"C",11
327,"0",3,"Nysveen, Mr. Johan Hansen",1,61,0,0,"345364",6.2375,"",3,"Mr","Nysveen",4,0,1.83057946107764,"",9
328,"1",2,"Ball, Mrs. (Ada E Hall)",0,36,0,0,"28551",13,"D",3,"Mrs","Ball",5,0,2.56494935746154,"D",9
329,"1",3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,31,1,1,"363291",20.525,"",3,"Mrs","Goldsmith",5,2,3.02164365533849,"",9
330,"1",1,"Hippach, Miss. Jean Gertrude",0,16,0,1,"111361",57.9792,"B18",1,"Miss","Hippach",3,1,4.06008432553699,"B",9
331,"1",3,"McCoy, Miss. Agnes",0,9.5,2,0,"367226",23.25,"",2,"Miss","McCoy",3,2,3.14630513203337,"",9
332,"0",1,"Partner, Mr. Austen",1,45.5,0,0,"113043",28.5,"C124",3,"Mr","Partner",4,0,3.3499040872746,"C",9
333,"0",1,"Graham, Mr. George Edward",1,38,0,1,"PC 17582",153.4625,"C91",3,"Mr","Graham",4,1,5.03345623750696,"C",11
334,"0",3,"Vander Planke, Mr. Leo Edmondus",1,16,2,0,"345764",18,"",3,"Mr","Vander Planke",4,2,2.89037175789616,"",9
335,"1",1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,36,1,0,"PC 17611",133.65,"",3,"Mrs","Frauenthal",5,1,4.89522444258493,"",11
336,"0",3,"Denkoff, Mr. Mitto",1,29,0,0,"349225",7.8958,"",3,"Mr","Denkoff",4,0,2.06633097252974,"",9
337,"0",1,"Pears, Mr. Thomas Clinton",1,29,1,0,"113776",66.6,"C2",3,"Mr","Pears",4,1,4.19870457754634,"C",9
338,"1",1,"Burns, Miss. Elizabeth Margaret",0,41,0,0,"16966",134.5,"E40",1,"Miss","Burns",3,0,4.90156419904189,"E",9
339,"1",3,"Dahl, Mr. Karl Edwart",1,45,0,0,"7598",8.05,"",3,"Mr","Dahl",4,0,2.08567209143047,"",9
340,"0",1,"Blackwell, Mr. Stephen Weart",1,45,0,0,"113784",35.5,"T",3,"Mr","Blackwell",4,0,3.56953269648137,"T",9
341,"1",2,"Navratil, Master. Edmond Roger",1,2,1,1,"230080",26,"F2",3,"Master","Navratil",1,2,3.25809653802148,"F",9
342,"1",1,"Fortune, Miss. Alice Elizabeth",0,24,3,2,"19950",263,"C23 C25 C27",3,"Miss","Fortune",3,4,5.57215403217776,"C",9
343,"0",2,"Collander, Mr. Erik Gustaf",1,28,0,0,"248740",13,"",3,"Mr","Collander",4,0,2.56494935746154,"",9
344,"0",2,"Sedgwick, Mr. Charles Frederick Waddington",1,25,0,0,"244361",13,"",3,"Mr","Sedgwick",4,0,2.56494935746154,"",9
345,"0",2,"Fox, Mr. Stanley Hubert",1,36,0,0,"229236",13,"",3,"Mr","Fox",4,0,2.56494935746154,"",9
346,"1",2,"Brown, Miss. Amelia ""Mildred""",0,24,0,0,"248733",13,"F33",3,"Miss","Brown",3,0,2.56494935746154,"F",9
347,"1",2,"Smith, Miss. Marion Elsie",0,40,0,0,"31418",13,"",3,"Miss","Smith",3,0,2.56494935746154,"",9
348,"1",3,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,35,1,0,"386525",16.1,"",3,"Mrs","Davison",5,1,2.77881927199042,"",9
349,"1",3,"Coutts, Master. William Loch ""William""",1,3,1,1,"C.A. 37671",15.9,"",3,"Master","Coutts",1,2,2.76631910922619,"",4
350,"0",3,"Dimic, Mr. Jovan",1,42,0,0,"315088",8.6625,"",3,"Mr","Dimic",4,0,2.15900336451602,"",9
351,"0",3,"Odahl, Mr. Nils Martin",1,23,0,0,"7267",9.225,"",3,"Mr","Odahl",4,0,2.22191718992659,"",9
352,"0",1,"Williams-Lambert, Mr. Fletcher Fellows",1,29,0,0,"113510",35,"C128",3,"Mr","Williams-Lambert",4,0,3.55534806148941,"C",9
353,"0",3,"Elias, Mr. Tannous",1,15,1,1,"2695",7.2292,"",1,"Mr","Elias",4,2,1.97812837997935,"",9
354,"0",3,"Arnold-Franchi, Mr. Josef",1,25,1,0,"349237",17.8,"",3,"Mr","Arnold-Franchi",4,1,2.87919845729804,"",9
355,"0",3,"Yousif, Mr. Wazli",1,29,0,0,"2647",7.225,"",1,"Mr","Yousif",4,0,1.9775472339985,"",9
356,"0",3,"Vanden Steen, Mr. Leo Peter",1,28,0,0,"345783",9.5,"",3,"Mr","Vanden Steen",4,0,2.2512917986065,"",9
357,"1",1,"Bowerman, Miss. Elsie Edith",0,22,0,1,"113505",55,"E33",3,"Miss","Bowerman",3,1,4.00733318523247,"E",9
358,"0",2,"Funk, Miss. Annie Clemmer",0,38,0,0,"237671",13,"",3,"Miss","Funk",3,0,2.56494935746154,"",9
359,"1",3,"McGovern, Miss. Mary",0,22,0,0,"330931",7.8792,"",2,"Miss","McGovern",3,0,2.06422637587336,"",9
360,"1",3,"Mockler, Miss. Helen Mary ""Ellie""",0,22,0,0,"330980",7.8792,"",2,"Miss","Mockler",3,0,2.06422637587336,"",9
361,"0",3,"Skoog, Mr. Wilhelm",1,40,1,4,"347088",27.9,"",3,"Mr","Skoog",4,4,3.32862668882732,"",9
362,"0",2,"del Carlo, Mr. Sebastiano",1,29,1,0,"SC/PARIS 2167",27.7208,"",1,"Mr","del Carlo",4,1,3.32218303393412,"",12
363,"0",3,"Barbara, Mrs. (Catherine David)",0,45,0,1,"2691",14.4542,"",1,"Mrs","Barbara",5,1,2.6709850297652,"",9
364,"0",3,"Asim, Mr. Adola",1,35,0,0,"SOTON/O.Q. 3101310",7.05,"",3,"Mr","Asim",4,0,1.95302761682418,"",17
365,"0",3,"O'Brien, Mr. Thomas",1,31,1,0,"370365",15.5,"",2,"Mr","O'Brien",4,1,2.7408400239252,"",9
366,"0",3,"Adahl, Mr. Mauritz Nils Martin",1,30,0,0,"C 7076",7.25,"",3,"Mr","Adahl",4,0,1.98100146886658,"",3
367,"1",1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,60,1,0,"110813",75.25,"D37",1,"Mrs","Warren",5,1,4.32081590362899,"D",9
368,"1",3,"Moussa, Mrs. (Mantoura Boulos)",0,32.437326038204,0,0,"2626",7.2292,"",1,"Mrs","Moussa",5,0,1.97812837997935,"",9
369,"1",3,"Jermyn, Miss. Annie",0,22,0,0,"14313",7.75,"",2,"Miss","Jermyn",3,0,2.04769284336526,"",9
370,"1",1,"Aubart, Mme. Leontine Pauline",0,24,0,0,"PC 17477",69.3,"B35",1,"Noble","Aubart",6,0,4.23844490619586,"B",11
371,"1",1,"Harder, Mr. George Achilles",1,25,1,0,"11765",55.4417,"E50",1,"Mr","Harder",4,1,4.01533201819219,"E",9
372,"0",3,"Wiklund, Mr. Jakob Alfred",1,18,1,0,"3101267",6.4958,"",3,"Mr","Wiklund",4,1,1.87115581420807,"",9
